text,label
Now he was in big trouble.,0
Like getting excluded from school kind of trouble.,0
"Miss Hepworth, the head teacher, called his mother in for a chat.",0
"The word was out that Paul was going to get the Big Push. Paul wasn’t in school, but Katie really wanted to talk to him.",0
"She had never been to Paul’s house, and she didn’t have his phone number or email address.",0
But that didn’t stop her.,0
"Her mum had a magic phone that knew everyone’s number in the entire world, even the numbers of people like the Queen, or the President of the United States, or Sir Paul McCartney. Mum never used it to call people like them, because she said they were busy, and in any case, they didn’t need any help or advice from a witch because they had their own kind of magic.",0
"But the phone was incredibly useful when you lost a friend’s number, or didn’t have it in the first place.",0
Katie picked it up and just said:,0
"I’d like to call Paul please,",1
And the phone understood which Paul she meant and it called him right away.,0
Paul’s mum answered and she heard her call up the stairs:,0
Paul. There’s a ,0
Katie,1
on the phone for you.,0
Hello Katie. Or perhaps I should say goodbye.,1
You know they’re going to kick me out of school.,1
"I’m so cross with you,",1
said Katie.,0
Why have you been acting so bad recently?,1
You’ve always been so well behaved.,1
"In fact, up until recently you were Mr Perfect.",1
"Well, I suppose I got bored with being Mr Perfect,",1
said Paul.,0
Being bad seems like more fun.,1
"And besides, I’ve got something to confess.",1
It was me who stole your spell book.,1
"I figured that out for myself already,",1
said Katie.,0
But now I’m going to save you one last time.,1
I’ll do a mind wipe on Mrs Hepworth so that she forgets all the bad things you’ve done.,1
And Paul said something that really surprised Katie:,0
"No don’t do that,",1
he said.,0
I forbid you.,1
I don’t want to be saved by your magic.,1
I’ve got to face this myself.,1
"And although Katie argued with him, and she meant to ignore what he said and do the spell anyway, later that evening she decided to call Isis and ask her advice.",0
"And Isis said that yes, Paul had to take his lesson.",0
It would be good for him.,0
And so Paul was expelled from school.,0
"And before he left, Paul told his friends that it was he who had stolen Katie’s spell book, and people understood at last that Katie really was innocent of doing all the bad spells around school.",0
Katie was really sad that she wouldn’t be seeing Paul at school anymore.,0
But she had one compensation.,0
She did have his telephone number.,0
And now all she had to do was think of a reason to invite him round in the holidays so that her mother could explain to him the difference between good and bad magic.,0
"When Gladys sent an email out to a record exec, a reply usually shot back right away...",1
unfortunately.,1
"Too often, it stated bluntly, ""The address xyz @xyz.com has not been found",1
"She had met loads of movers and shakers when she was young - well actually she still was young - but when she was little she had gone around quite a bit with her singing sisters and she had always asked for business cards, because she was savvy like that, but she had spent the last few years just being a normal school kid.",0
"Her stock of contacts for producers, pluggers and promoters was out of date.",0
She needed to put her song in front the right people.,0
"She worked hard at uploading her mpthree onto all the social music sites, and emailing it directly to recording companies and promoters.",0
"When her emails didn’t bounce, she assumed that they had landed on the right screen.",0
She must have had about half a dozen chances out there.,0
She checked her email first thing in the morning.,0
"Two new messages were waiting for her - one reminding her that she hadn't logged on to a game-site for a while,",0
"Your Pink Tomogo is missing you,",1
it mourned.,0
The other was from her school about the last day of term.,0
Eventually a reply from a record company turned up.,0
"Dear Gladys, Thank you for sending James O’Hara your mpthree.",0
"As I am sure, you realise we receive hundreds of submissions each week, but we do listen to every single one.",0
"If we wish to take this further, we will let you know in due course.",0
"Yours, Mira Simons She read it two or three times.",0
"Well perhaps they will get back,",1
she thought.,0
"Then, a voice in her head said,",0
"Oh Gladys, don’t be so naive, it’s a polite brush-off letter.",1
You’ll never hear from them again.,1
"Back in the day, when the chiX were starting out, she used to work with Arny, their manager.",0
She really missed him now.,0
Arny had been born in the East End of London. His first job was pushing a tea trolley inside the office of a record company.,0
"He ran errands, showed willing, as well as a certain gift of the gab, and got himself promoted to the position of",0
plugger.,1
It was his role to chat up DJs on the radio and persuade them to play the company’s singles.,0
"Soon he was managing the publicity for some of the biggest bands of the seventys, in the days when rock stars had long hair and bad teeth and wore brightly coloured polyester jumpsuits.",0
"Gladys actually knew the names of the some of his clients, because they featured in her dad’s record collection.",0
"Nowadays he was the sort of self-made man who drove a pink Rolls Royce, actually, his was black and totally ancient, but it suited him.",0
"He had always looked after Gladys and treated her like a grown-up, even when she was little.",0
"Looking back, she wasn’t quite sure if he was just kidding her a bit, like grown-ups do with children sometimes...",0
"but no, even with hindsight, she didn’t think he was never less than on the level.",0
He was genuine in his respect for Gladys and her gumption and her brains.,0
But her desire to be a performer - well that was something else.,0
Maybe he did not see her in that role.,0
"Of course, when she had the idea to quit school and be a singer, the first person she called was Arny. The office manager had said,",0
I’m afraid Mr. Blackstone has been taken ill.,1
Oh dear.,1
When will he be back?,1
Asked Gladys.,0
We don’t know.,1
It could be some weeks.,1
That sounded worrying.,0
"Can I, can I ask what’s wrong?",1
I’m Gladys. He knew me quite well when I was little.,1
He’s had a heart attack.,1
"He’s in Kingston Hospital,",1
came the reply.,0
Nobody she knew had been seriously ill before...,0
like in danger of dying...,0
"this was a first in her young life, and quite a shock.",0
Now Gladys felt guilty because she had only visited him in hospital once.,0
"That time he had been quite cheerful, but really did look gaunt.",0
"She had wanted to cry, and did not feel like going back to see him again.",0
"By now, she thought, he must be getting stronger.",0
It might do him good to talk about business.,0
"At any rate, he could give her a word or two of advice.",0
She arrived at Kingston Hospital with chocolates and flowers.,0
"""Ah Gladys, it's like having an angel sitting on the end of my bed,"" said Arny, who still had so many wires plastered to his chest that he looked like an old-fashioned TV set with the back off.",0
She thought that because her dad had one of those in his workshop.,0
"Gladys told him about her decision to leave school, and to try making it as a singer.",0
"She crossed her fingers, really hoping he would not give her the same lecture that everyone else had done.",0
"You know, the one about her being too smart to take a risk like singing for her supper, and that she should get her exams first.",0
Were they passing a script around or something?,0
Arny sat up and rearranged his pillow.,0
"""Well girl, I wish you luck, because the business has got a whole lot tougher over the past few years.",0
It's a lottery.,0
A tiny handful make mega bucks.,0
They rest get squiggly pop.,0
What do they call the lottery?,0
"A tax on the desperate, or the stupid.",0
"You’re neither of those, but you need to know the facts before you start down this road.",0
"Well I left school when I was fifteen, but plenty of those singers who pretend to be from the wrong side of the tracks got good educations.",1
Where was it Mick Jagger went?,1
"London School of Economics, wasn’t it?",1
Anyone more recent than that went to uni?,1
Asked Gladys.,0
"Funnily enough, I was just reading an article about Paloma Faith...",0
it’s on the side table...,0
here it is.,0
"Says she has an MA in theatre direction from the prestigious Central Saint Martin’s College of Art and Design. Look Gladdy, there are many ways to go in life.",0
Now let me see if I can work the phone for you.,0
" Notices around the hospital warned everyone to keep their mobiles switched off, as they might interfere with the medical equipment, but of course, the real problem for Arny was he couldn't live without his phone.",1
He sneaked it out from under the blankets and called a contact in a big record company:,1
"""Yeah, she's really smart, and she's known the business since she was ten years old,"" he was saying.",1
She could hear the voice coming back that the chiX had faded fast and were yesterday's sound.,1
"Laura's last single had struggled to get into the top forty in the download charts, and the only reason the studio hadn't sacked her was because she was dating Simon Ferg of the Fergs and they didn't want to upset one of their biggest grossing stars.",1
"Yes, it was going to be hard thought Gladys. In a strange way, her connection with the chiX was going to make it harder.",1
Their time had come and gone.,1
Arny was the sort of guy it was hard to say no to.,1
He was charming and persistent.,1
"He wasn’t above using the fact that he had a heart attack, and it would be rotten to refuse him when he was down, and in any case, he had all day and wasn't going to hang up until his friend had put a date in the diary to meet Gladys. In short, Gladys got her first meeting with a record company.",1
Not bad going just two weeks after making her first demo.,1
"As a ten year old, she had been surprisingly cool headed and savvy about business.",1
"In fact, she was the one who sat up late reading her sisters’ first contract and pointing out the loopholes.",1
"But the funny thing was, now she was sixteen, everything was so much harder.",1
The prospect of such an important meeting was starting to freak her out.,1
How should she dress?,1
"Smart for a business, or cool for pop?",1
First impressions are so important in a superficial world.,1
"What she needed to do was to strike an attitude - she knew that much, but however hard she tried, she always looked the swotty schoolgirl.",1
How could she make them see that she was touched by destiny?,1
She decided to dress smartly.,1
She wore a white shirt and dark trousers.,1
She would look like she meant business.,1
Gladys arrived early at the music company’s office.,1
She always liked to be ahead of time.,1
It made her feel on top of things.,1
"The PA showed her into an empty meeting room with a big table, blinds on the windows, and the hum of air conditioning.",1
A jug of water and a plate of biscuits waited on the sideboard.,1
"After forty minutes or so, three executives breezed in, two men and one woman.",1
Cards were tossed across the table.,1
She was shaking their hands.,1
"They seemed to be taking her quite seriously - they were young, but they had impressive titles like Account Manager, A&R Director, and Jnr Director of Marketing. The one who did the most talking was Dave. The woman, Susie, sat back and looked at Gladys in quite a hard, assessing sort of way.",1
"Jude, who was the most chilled of the three, was pleasant.",1
"""Have you brought a demo?"" Asked Mike. ""Ouch!"" Thought Gladys, ""They haven't even heard my track."" Of course she had the song on her phone.",1
"You would think that a meeting room in a music business office would have some sort of sound system she could plug it into - and it did, but there did not appear to be the right connector, even though it was probably the most common one in the world.",1
"Fortunately, her phone had quite a good volume on the speaker.",1
She played,1
"All We Want to do is Sing,",0
"Thank you,",1
but stopped herself.,0
Why should she thank someone for such a patronising put-down?,0
She wasn’t going to fall into that trap.,0
"She wanted to cry, but she was determined not to give them that satisfaction.",0
"""It’s true that you could work on your image,"" said Jude,",0
and of course do lots of gigging to get experience.,1
"Tried and tested, that's what you need to be.",1
"Dave said,",0
I hope we don't sound too mean.,1
"Perhaps if I give you couple of stats about the music biz, you will know where we are coming from.",1
seventy-four per cent of mpthrees in the online stores are downloaded less than ten times.,1
"That's basically sales to mum, dad, a couple of aunts and a best friend.",1
"So quite frankly, almost everything does nothing.",1
"Zilch. On the other hand, sixty per cent of our revenues come from just five big artists with the company.",1
Almost everyone new that we sign loses us money.,1
"So you see, it pays us to keep backing our winners.",1
Signing new talent is a big risk.,1
"""But without new talent, there’s no future,"" said Gladys. ""Correct. So we are very serious about A & R.",0
"Artists and repertoire,",1
"explained Jude. ""It's what I do.",0
I nurture the new talent.,0
"Like Dave says, we really care about the future, but at the end of the day, it’s a business, and we have to back winners or there will be no business, and nobody will benefit if that happens.",0
Not the musicians.,0
Not the fans.,0
Not nobody.,0
"but also they were saying,",0
Don’t even bother trying.,1
"She left the office with tears in her eyes, not of disappointment, but fury.",0
What a patronising bunch of smug jobs-worthies!,1
She thought to herself.,0
It gives them some sort of perverted pleasure to smash risk-takers’ dreams while they claim their safe salaries.,1
"Well, my belief is stronger than that.",1
I’m keeping it in tact.,1
This is our most ambitious story about the,0
Wicked Uncle,1
"– Uncle Jeff. Of course he’s not really wicked, merely irresponsible, and somewhat annoying to Mum and Dad. But the kids love him.",0
We’ve mixed in some educational space background about space travel.,0
"For example, we mention Yuri Gagarin, the first man in space, and we explain about the astronauts who have to endure g-force as the rocket takes off.",0
Several real life companies are promising holidays in space and there are even plans to build a space hotel.,0
Our description of the hotel and the robot butler is fantasy though.,0
Needless to say none of the characters or businesses mentioned in the story have anything to do with real life ones.,0
"The main aim of this story is try and convey some of the wonder of being in space and looking back at the Earth, and the marvel of creation and life which is so much part of Christmas. Story by Bertie. Read by Natasha. It was November. Every shop window glittered with Christmas lights, inflatable Santas, Christmas trees, tinsel and glitz.",0
"Oh no,",1
"said Mum as she pushed the trolley around the supermarket,",0
I’m bored with Christmas already.,1
I’m simply not going to order a turkey this year.,1
We’ll just have to get away for the holidays - as far away as we possibly can.,1
"But she could not quite work out how to win over Dad and the kids to her get-away-plan, because she knew just how much they loved every detail of Christmas at home, right down to the last bad joke in the crackers.",0
She was still brooding over the problem that evening when the phone rang.,0
It was Uncle Jeff. She held the receiver about six inches from her ear because his voice was loud and grating.,0
"Have I got Christmas sorted for you and the kids this year, ",0
" he announced, ",0
"It’s a surprise that’s, well, out of this world.",1
That’s the only way to put it.,1
Like an all-inclusive luxury hotel in the Maldives out-of-this-world?,1
asked Mum hopefully.,0
Not a bad guess.,1
It is a Christmas get-away.,1
"But it’s less boring than a beach,",1
replied Jeff. In fact the news was so exciting that he had to come round and break it to the family in person.,0
"An hour later, the wheels of Jeff’s Porsche crunched onto the drive.",0
Mum felt a certain amount of dread as she wondered what his Christmas surprise would be.,0
"She imagined all the dangerous and irresponsible treats that he might, in his bachelor delusion, believe to be suitable for a family holiday:",0
Big Game Hunting?,0
Scuba Diving with Great White Sharks?,0
Jumping out of helicopters with skis?,0
She watched her husband grimace as Jeff slapped him on the back and asked,0
How’s tricks my older bro?,1
"The kids were supposed to be in bed, but both were sitting in their pyjamas at the top of the stairs.",0
Hi Uncle Jeff!,1
they chorused.,0
"And he gave them a wink and replied,",0
"no listening in now, because what I’m going to say is so exciting that if you hear it, you won’t be able to sleep.",1
So of course they both did listen at the living room door while Jeff unveiled his surprise to Mum and Dad.,0
"I bet,",1
"said Jeremy,",0
that he knows a rock star or some mega famous actor who’s invited us to stay in a mansion.,1
"I’m not so sure about that,",1
said Jemima.,0
I think Jeff knows business people mainly.,1
Mum says he drives around in sports cars because most of his life is really rather boring.,1
"And when they both reapplied their ears to the door they heard that Uncle Jeff was indeed talking about a business person, but not a boring one:",0
"Back in the summer, when you came to stay at my place by the sea, there was a big yacht in the harbour belonging to a mega-rich Russian. Me and the kids ran into him by chance, and there was a little, shall we say, unpleasantness with his staff, for which he was incredibly sorry.",1
"And by way of apology, he wants the family – that’s you and the kids – to be the first to try out his life-changing – first of its kind, new frontier -travel service, all absolutely free, gratis, on the house.",1
It will be the holiday of a lifetime.,1
And what sort of holiday would that be?,1
asked Dad.,0
The name of the company is a bit of a giveaway.,0
It’s called ,0
Holidays in Space.,1
"I don’t get it,",1
said Mum.,0
"Well,",1
said Uncle Jeff.,0
It does what it says in the tin.,1
Here’s some literature.,1
And he handed them some brochures.,0
"I still don’t get it,",1
said Mum.,0
What do all these pictures of space rockets mean?,1
exclaimed Jeremy outside the door.,0
It’s pretty obvious isn’t it?,1
"We’re going to spend Christmas in space, courtesy of Uncle Jeff and his Russian billionaire friend.",1
"Don’t be silly and keep your voice down,",1
hissed back his sister.,0
"They could hear that Mum was saying,",0
Oh no!,1
Oh no!,1
Oh no!,1
And Jeremy pushed the door open and came flying into the room saying,0
"Yes, yes yes!",1
Thank you Uncle Jeff!,1
That’s the most incredible idea ever!,1
And Jemima was saying,0
Not me.,1
You won’t catch me going up in rocket propelled bucket!,1
Dad just sat looking amazed.,0
Mum was pleading with him.,0
"Explain to your brother why his idea is completely no-can-do, not-on-your-life.",1
But Dad got up and hugged his brother.,0
"You see,",1
"he said,",0
"when we were both growing up, we both wanted to be astronauts.",0
And now Jeff has made it possible.,0
That’s so incredibly kind of him.,0
Of course we must accept.,0
Don’t you see?,0
This is an amazing opportunity for the kids.,0
It will change their whole view of the world.,0
"You wouldn’t want them to grow up saying that they had a chance to go into space, but their parents passed it by?",0
" And when Mum thought about it, she realised that she wouldn’t want her children saying a thing like that.",0
"As soon as the school term finished, the family flew to Russia to begin training for their Christmas holiday.",0
"Three and a half hours after leaving London, they landed at Moscow airport.",0
"As they came through passport control , surly looking men in leather jackets called out ",0
taxi!,1
taxi!,1
"Nyet, Nyet,",1
said Mum. It was the only Russian she knew.,0
It means,0
"There’s our guide,",1
said Dad. And he tugged his suitcase on wheels in the direction of a tall blonde lady who was holding up a sign that said:,0
HOLIDAYS IN SPACE.,1
"A car picked them up outside the airport and drove them along the ring road around Moscow. They looked out at the landscape of snow covered fields, silver birch trees, high-rised flats and signs in unfamiliar Russian letters – and quite frankly they felt that they were already out of this world.",0
"Finally they checked into their hotel inside Star City, the training centre for all the Russian cosmonauts, as well as for space tourists like themselves.",0
"The rooms were rather small and poky, and Dad said it was part of the training, to get used to the cramped conditions of the space craft...",0
"A little later, the family went downstairs to meet Uncle Jeff who had been in Moscow for a few days already:",0
Hey Kids. Welcome to Space City. Have you seen Yuri Gagarin yet?,1
Who’s he?,1
asked Jeremy.,0
Why he’s my hero.,1
"The first man in space of course,",1
said Jeff.,0
"Get your gloves and hats on, and we’ll go and pay homage.",1
He’s just across the square.,1
"Yuri Gagarin was in fact a statue on the steps of the space museum – a sliver man flying through a hoop, more like a circus acrobat than a cosmonaut.",0
"As Uncle Jeff explained, the real Yuri Gagarin had died when he crashed his Mig fighter jet.",0
"But he got into space first, in one thousand, nine hundred and sixty-one, ahead of the Americans,",1
he added.,0
"But the Americans got to the moon first,",1
said Jeremy.,0
"That’s true, I well remember watching the Apollo moon mission on a dim television screen when we were boys.",1
The rocket standing on the launch pad in Cape Canaveral. Mission control counting down.,1
And then a blast of fire.,1
"Lift off from zero to twenty-eight,zero kilometers per hour, why that’s a bigger rush than my motorcycle can do!",1
"Ever since then, I’ve dreamed of a trip through space.",1
And now your dream is coming true Uncle Jeff,1
said Jemima.,0
Uh-uh.,1
No room for me.,1
It’s going to be squished getting you four inside the space shuttle.,1
And the kids realised just how generous Uncle Jeff had been to give up his chance of fulfilling his boyhood dream for them.,0
"Mum would have gladly given him her place in space, but she knew she would be more worried waiting on the ground than if she was actually in orbit with the family.",0
We’re going to be the first family in space..,1
"It will be like, historic.",1
said Jeremy.,0
"And great publicity for the travel company,",1
said Dad.,0
"Providing we all get back safely,",1
added mum.,0
"In the morning, things started to get even more real when they met their space instructor, a former cosmonaut called Timor who had spent six months living in the International Space Station which orbits the Earth. He told the kids:",0
"When I was in space, I missed my family.",1
There was nothing else on Earth that I felt the need for.,1
So you are very fortunate to be going up with your Mom and Dad.,1
Jemima hugged her mother and said how wonderful it was to be going into space together.,0
Jeremy shuffled his feet.,0
Timor took them to the quartermaster to try on their space suits for the first time.,0
All the suits had,0
Holidays in Space,1
written across the chests and helmets.,0
"Jeremy had a blue helmet and Jemima had a pink one, Dad had an extra large helmet, and Mum had a neat white one.",0
Uncle Jeff joined them for their training too – just so he could get a taste of what space travel would be like.,0
"He brought his own space helmet which he had ordered especially from NASA, the American space agency.",0
It bore the inscription:,0
Buzz Lightyear. Space Ranger. Mum said it only went to show that Uncle Jeff hadn’t grown up.,0
Their first space lesson was fun.,0
"It involved picking up toothbrushes while wearing big fat gloves, and sticking things to walls with velcro, because in space everything would be floating around.",0
"Then they learnt to operate the space toilet, which was a cross between a seat and a vacuum cleaner and had lots of different coloured buttons.",0
The next day things started to get tough.,0
"The hardest part of space travel is enduring the enormously powerful gravitational force – or g-force – when you pass out of, and then back into, the Earth’s Atmosphere. This force feels a bit like being on the biggest, fastest, scariest, and most sick-making fair ground ride – and so space training is a bit like going to the fun fair – only a lot worse.",0
They met Timor in a large empty room next to the gymnasium.,0
"Jeremy. Please sit on this chair and fasten the seat belt nice and tight,",1
said Timor. Jeremy did as he was told.,0
The chair wasn’t particularly comfortable.,0
He wondered what was going to happen.,0
Was he about to drop through a trap door?,0
Or shoot up through the ceiling at vast speed?,0
No. Wrong on both counts.,0
"He started to spin round, fast at first, and then even faster, then even faster.",0
"It would have been fine, only he felt that his stomach and his head were both travelling at different speeds in different directions.",0
He wished he had not eaten pancakes and honey for breakfast.,0
STOP!,1
he shouted.,0
"He span round a few dozen more times, but now more and more slowly, thankfully.",0
Well done.,1
You lasted ninety-six seconds before begging for mercy.,1
Not bad.,1
said Timor. Jeremy felt too sick to make any comment.,0
"And then Jemima, Mum and Dad all had a go.",0
Mum lasted the longest – two and a half minutes – perhaps that was because she had eaten the least breakfast.,0
"Over the next couple of weeks, they did a lot of whizzing around in circles.",0
"And trained inside a giant water tank, to get used to floating, because that’s what you do in space.",0
"At the end of their training, Timor presented each member of the family with a certificate that said:",0
"And the next day they flew to the desert of Kazakhstan which, although it is a long way south of Moscow, is still cold and snowy in winter.",0
Jeremy and Jemima looked out of their hotel window towards the brand new space shuttle that stood on the launch pad pointing straight up to the grey clouds.,0
"It was the first of its kind, the jumbo-jet of space craft, especially designed to carry tourists out of the world’s atmosphere.",0
The words,0
Holidays in Space,1
were written in English and Russian letters down its sides.,0
Jemima said.,0
I wish they hadn’t given us a room overlooking that thing.,1
It makes me want to go home.,1
And Jeremy said:,0
I’m scared too.,1
But we’ve got no choice.,1
Dad’s determined to go.,1
Upstairs Mum and Dad were also looking out of the window towards the shuttle.,0
Dad was saying:,0
It’s funny.,1
I dreamt of this all my life.,1
"And now I see that space craft on the runway, I’m wondering, should I be taking this risk with the kids?",1
And Mum said:,0
We can’t pull out now.,1
It would be too embarrassing.,1
"And on the top floor, Jeff was looking out at the spaceship, and saying to himself.",0
"Oh, oh my....",1
I hope that contraption is space-worthy and totally safe.,1
"If anything happens to them, I’ll never forgive myself.",1
"Just after dawn, a battered old bus took the family over the slushy runway to the shuttle.",0
They wore their space suits and carried their helmets under their arms.,0
"Underneath their spacesuits they wore woolly vests and long johns, because it’s cold in space.",0
"And underneath those, they wore special diapers or nappies for space travellers because – well I won’t explain that – but let’s just say they had a long flight ahead before they reached the space hotel.",0
Uncle Jeff was waiting for them next to the steps up into the shuttle.,0
"He hugged each of his relatives in turn, giving his brother the last and longest hug:",0
"Hey kiddo,",1
he said.,0
May the force be with you!,1
"Sergei, the space travel tycoon, was there too.",0
They all got a kiss on both cheeks from the billionaire.,0
Apparently that was a Russian tradition.,0
"The three crew members were the first to climb up the ladder to the door of the space craft, and the family followed.",0
"Jemima was last up, and she turned and waved to the television cameras and gave them a happy smile.",0
"Inside, the space tourists lay down on their seats with their knees bent towards them, as they had been taught.",0
The illuminated signs above their positions read:,0
Fasten Seat Belts. Switch off Mobile Phones. No smoking.,1
They slotted their safety buckles into place.,0
"Jeremy looked at Jemima, and Jemima looked at Jeremy. Inside their helmets they could hear the chattering of voices from Mission Control, but they couldn’t understand a word because it was all in Russian. Jeremy and Jemima could talk to each other over the radio, but they had to compete with the background babble which was quite confusing.",0
Jeremy said:,0
Jeremy to Jemima. Thanks for being a good sister.,1
"I mean, if this space- doohickey blows up or something, I want you to know that you were okay really.",1
"Jemima to Jeremy,",1
replied his sister.,0
It’s not going to blow up.,1
But thanks for being a good brother – most of the time.,1
The Countdown was in Russian and English. At the end of the countdown there was stillness.,0
The chattering in their ears ceased.,0
It was like the whole world had stopped turning.,0
And then the rocket blasters pushed off.,0
They were travelling at five miles a second straight up.,0
They all felt their stomachs go heave-ho.,0
I’m not going to be sick.,1
"I’m not going to be sick,",1
said Jeremy. And he was glad that he hadn’t eaten pancakes for breakfast.,0
"The ship shook and shuddered so much that Jeremy could hear his bones rattling – in fact the Wright brothers probably enjoyed a smoother flight when they took off in the first airplane in one thousand, nine hundred and three.",0
"The view through the window turned grey with cloud but soon the view became blue, then purple, and at last black.",0
It had taken them six minutes to reach space.,0
The rockets stopped firing.,0
The ship stopped shaking.,0
There was silence.,0
"A deep, awesome, silence.",0
Jeremy was the first to see that the seatbelt sign had been turned off.,0
"He pressed the red button to release himself, and he cart-wheeled out of his seat.",0
"He flew straight into the wall, but it didn’t matter because it was covered with soft padding.",0
Dad followed him.,0
They were both floating in total weightlessness.,0
And then the oxygen sign came on which meant they could take their helmets off.,0
Wow this amazing,1
"exclaimed Jeremy as Jemima shot past him, flaying her arms around like a baby sea gull learning to fly.",0
Mum was floating on her back like she was resting on the warm calm sea that she had dreamt of for her holiday.,0
"I think,",1
"said Mum,",0
that a baby must feel like this inside the mother’s womb.,1
The most remarkable part was yet to come.,0
Hey look at this!,0
 called Jemima. She was pressing her face against one of the portholes.,0
She was looking at the top of the world.,0
A translucent blue curve.,0
"And beyond it, all infinity.",0
"They were all quiet, lost for words, until Jeremy said:",0
"Hey, look there’s Santa.",1
Where?,1
asked Jemima. ,0
Caught you....,1
just kidding.,1
"And then they were silent again for a while, until Dad said:",0
You wouldn’t think there were any problems down there.,1
Like Mr. Jones is late for work and Johnny’s stuck on his home work.,1
And the whole family knew that they would always have a special bond.,0
"Not just because they were family, but because they had shared this experience together, and had seen Planet Earth from the outside, and felt the harmony of the Universe. The journey took another two days before they caught up with the space hotel in its orbit around Earth. Their shuttle docked with the larger ship on Christmas Eve. The family floated into their hotel through connecting hatches.",0
There was music playing in the reception area.,0
It was Jingle Bells. The butler was a robot called Fred who wore a Santa Claus hat.,0
He introduced them to the luxuries of their new home.,0
"Their floating sleeping bags were more comfortable than the best mattresses, and they would sleep like birds on the wing.",0
The water in the shower floated upwards.,0
"The space toilet was a slightly different model from the one which they had trained on, but if they got confused they could consult the instruction manual.",0
"The refrigerator had every type of drink, but it didn’t matter if they wanted water or champaign, they still had to drink it through a straw.",0
"They should use the rowing machine every day, because your muscles can go flabby in space if you aren’t careful.",0
"For a special relaxation, the butler could give them a foot massage, or they could climb into the aromatherapy capsule.",0
"They could use the free wifi to check their emails, cruise the net or even watch tv.",0
"But actually, the coolest thing you could do was to look out of the big window to stare into infinite space.",0
Dad asked Fred to move the Christmas tree because it was blocking part of the view.,0
"For Christmas lunch, they strapped themselves to the table so that they wouldn’t float up to the ceiling.",0
Fred brought round the Turkey sandwiches and the Christmas pudding.,0
They pulled Christmas crackers and read jokes like:,0
"I only work when I’m fired, what am I?",0
A rocket.,0
What kind of astronaut can jump higher than a house?,0
Any kind.,0
A house can’t jump.,0
And they laughed even more than they would have done at home.,0
And then they went up to the bridge to look out at the blue planet called Earth.,0
Isn’t it just like a new born baby?,1
said Mum.,0
"It’s so beautiful, so perfect, so fragile.",1
It’s a miracle.,1
And Dad said :,0
Happy Christmas Darling,1
and he kissed Mum. And Jemima said:,0
I wish we could take something back for Uncle Jeff. Like a piece of moon rock or something.,1
"And they all remembered how their Wicked Uncle had given them this amazing Christmas present, and Mum admitted:",0
"For the first time ever, I’m truly sorry that Jeff isn’t with us.",1
It was so kind of him to give up his place on the shuttle for us.,1
Their watches were still set to Greenwich Mean Time. Dad noticed that it was almost three o’clock in London.,0
Come on,1
he said.,0
We can’t miss the Queen just because we’re two hundred and eighty miles above the Buckingham Palace. Let’s fire up the internet.,1
"A few minutes later, they were all gathered around a screen watching the Queen, just as they watched her at home every Christmas Day. Her Majesty wore reading spectacles and said:",0
"At this time of peace and goodwill, our thoughts turn to children all over the world.",1
"Hey, and don’t forget us kids up here in space!",1
"said Jeremy. When the Queen had finished her Christmas message, Dad wanted to take",0
a quick snoop at the headlines.,1
And he picked up the keyboard and switched the screen over to Google News.,0
I wouldn’t bother.,1
"Nothing ever happens at Christmas,",1
advised Mum.,0
"You’re right,",1
said Dad.,0
It all looks reassuringly boring down there....,0
but that’s funny.,0
There’s a news story here that says ,0
Family Stuck in Space,1
Is there another family up here?,0
"Here let me see that,",1
exclaimed Mum in a panicky voice.,0
"The news story – and the four thousand and thirty-two other similar stories on Google News – was about the Crusoe family from Walton Upon Thames, England. There was only one Crusoe family in orbit around the Earth that Christmas. And they were that family.",0
Mum read on.,0
The Crusoe Family may be spending rather longer in space than they bargained for.,0
The shuttle that was due to bring them back to Earth has failed safety tests.,0
Inspectors from the International Federation for Space Travel declared it unsafe to fly after a cleaner noticed that a vital life support system had been fastened to the outside of the craft with masking tape.,0
"A spokesman for the Russian Travel company, Holidays in Space, said:",0
"The Crusoes have enough dried food, water and oxygen to last them another year in orbit.",1
"Even if they are celebrating next year’s Christmas in space, they will be OK.",1
"Mr. Crusoe’s brother, Jeff Crusoe, who is currently in Moscow, said:",0
I am working night and day to get the family back down to Earth where they belong.,1
When she had finished reading the article Mum said:,0
I should have trusted my first instinct.,0
As soon as Jeff said he had got Christmas ,0
sorted,1
I felt something terrible was going to happen.,0
But I allowed your brother to sweet talk me into this insane space escapade.,0
Next Christmas....,1
said Jeremy.,0
That seems like an awfully long time before we get back home.,1
"If we ever get down at all,",1
"said Jemima, who looked more shocked than any of them.",0
Mum inspected the larder.,0
"She found powdered strawberry mousse, powdered milk, powdered chicken broth, powdered lamb curry, and powdered just about any food you could think of.",0
"It’s back to the one thousand, nine hundred and seventys,",1
said Dad.,0
That’s what Jeff and I lived on when we were growing up.,1
"Don’t talk to me about Jeff,",1
said Mum. The week between Christmas and New year passed quietly.,0
Jemima drew maps of the constellations.,0
Jeremy played computer games.,0
"Dad practiced virtual reality golf swings, and Mum read War and Peace, which she had always wanted to do, but had never found the time.",0
In fact it would have been a deeply relaxing holiday – if it wasn’t for the fact that they all knew that they were Stuck in Space. The news did not improve.,0
Holiday Space Company Tottering on the Brink...,1
read Dad on the internet.,0
The millionaires who had booked holidays in the space hotel were cancelling one after the other.,0
The company was in danger of going bankrupt.,0
